sulfur_city,sulfur_county,sulfur_mean,sulfur_method,sulfur_site,sulfur_date
Vallejo,Solano,0.404545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-03
Vallejo,Solano,0.368182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-04
Vallejo,Solano,0.395455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-05
Vallejo,Solano,0.427273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-06
Vallejo,Solano,0.413636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-07
Vallejo,Solano,0.372727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-08
Vallejo,Solano,0.472727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-09
Vallejo,Solano,0.431818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-10
Vallejo,Solano,0.363636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-11
Vallejo,Solano,0.372222,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-12
Vallejo,Solano,0.647619,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-13
Vallejo,Solano,0.818182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-14
Vallejo,Solano,0.672727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-15
Vallejo,Solano,0.681818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-17
Vallejo,Solano,0.686364,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-16
Vallejo,Solano,0.618182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-18
Vallejo,Solano,0.795455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-19
Vallejo,Solano,0.595455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-20
Vallejo,Solano,0.572727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-21
Vallejo,Solano,0.709091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-22
Vallejo,Solano,0.722727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-23
Vallejo,Solano,0.663636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-24
Vallejo,Solano,0.581818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-25
Vallejo,Solano,0.468182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-26
Vallejo,Solano,0.431818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-27
Vallejo,Solano,0.463636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-28
Vallejo,Solano,0.454545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-29
Vallejo,Solano,0.577273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-30
Vallejo,Solano,0.505263,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-31
Vallejo,Solano,0.490909,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-01
Vallejo,Solano,0.454545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-02
Vallejo,Solano,0.422727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-03
Vallejo,Solano,0.522727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-04
Vallejo,Solano,1.027273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-05
Vallejo,Solano,1.209091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-06
Vallejo,Solano,0.981818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-07
Vallejo,Solano,0.645455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-08
Vallejo,Solano,0.477273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-09
Vallejo,Solano,0.563636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-10
Vallejo,Solano,0.736364,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-11
Vallejo,Solano,0.995455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-12
Vallejo,Solano,0.618182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-13
Vallejo,Solano,0.559091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-14
Vallejo,Solano,0.459091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-15
Vallejo,Solano,0.481818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-16
Vallejo,Solano,0.445455,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-17
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-18
Vallejo,Solano,0.459091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-19
Vallejo,Solano,0.772727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-20
Vallejo,Solano,0.572727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-21
Vallejo,Solano,0.531818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-22
Vallejo,Solano,0.568182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-23
Vallejo,Solano,0.527273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-24
Vallejo,Solano,0.509091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-25
Vallejo,Solano,0.540909,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-26
Vallejo,Solano,0.754545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-27
Vallejo,Solano,1.277273,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-28
Vallejo,Solano,0.618182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-29
Vallejo,Solano,0.654545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-30
Vallejo,Solano,1.554545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-01
Vallejo,Solano,1.463636,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-02
Vallejo,Solano,0.818182,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-03
Vallejo,Solano,0.640909,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-04
Vallejo,Solano,0.909091,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-05
Vallejo,Solano,0.790909,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-06
Vallejo,Solano,0.522727,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-07
Vallejo,Solano,0.481818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-08
Vallejo,Solano,0.431818,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-09
Vallejo,Solano,0.454545,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-10
